Run,BioSample,Sample,Region,Locality,Aligned,Filtered,Coverage,Path,Lineage,DataDir,NewPath,Source,NewBioProject,New BioSample,New Accession
Daly01,Daly01,Daly01,Northern Territory,Daly River,316492070,271334403,58.7496,/home/maccamp/lates-wgs/data/daly/Daly01.sort.flt.bam,AUS,data/daly,data/downsample/Daly01.reduced.bam,New,PRJNA1415852,,
Daly02,Daly02,Daly02,Northern Territory,Daly River,326046177,283926139,60.2108,/home/maccamp/lates-wgs/data/daly/Daly02.sort.flt.bam,AUS,data/daly,data/downsample/Daly02.reduced.bam,New,PRJNA1415853,,
Daly03,Daly03,Daly03,Northern Territory,Daly River,250931941,216745151,47.0122,/home/maccamp/lates-wgs/data/daly/Daly03.sort.flt.bam,AUS,data/daly,data/downsample/Daly03.reduced.bam,New,PRJNA1415854,,
Daly04,Daly04,Daly04,Northern Territory,Daly River,228200523,200254294,43.2608,/home/maccamp/lates-wgs/data/daly/Daly04.sort.flt.bam,AUS,data/daly,data/downsample/Daly04.reduced.bam,New,PRJNA1415855,,
Daly05,Daly05,Daly05,Northern Territory,Daly River,358110468,308080850,66.6556,/home/maccamp/lates-wgs/data/daly/Daly05.sort.flt.bam,AUS,data/daly,data/downsample/Daly05.reduced.bam,New,PRJNA1415856,,
Daly06,Daly06,Daly06,Northern Territory,Daly River,288183066,246600489,53.1609,/home/maccamp/lates-wgs/data/daly/Daly06.sort.flt.bam,AUS,data/daly,data/downsample/Daly06.reduced.bam,New,PRJNA1415857,,
Daly07,Daly07,Daly07,Northern Territory,Daly River,302850614,258326860,55.7428,/home/maccamp/lates-wgs/data/daly/Daly07.sort.flt.bam,AUS,data/daly,data/downsample/Daly07.reduced.bam,New,PRJNA1415858,,
Daly08,Daly08,Daly08,Northern Territory,Daly River,277003928,240831949,52.1401,/home/maccamp/lates-wgs/data/daly/Daly08.sort.flt.bam,AUS,data/daly,data/downsample/Daly08.reduced.bam,New,PRJNA1415859,,
Roper02,Roper02,Roper02,Northern Territory,Roper River,305214628,237233317,49.1359,/home/maccamp/lates-wgs/data/daly/Roper02.sort.flt.bam,AUS,data/roper,data/downsample/Roper02.reduced.bam,New,PRJNA1415860,,
Roper07,Roper07,Roper07,Northern Territory,Roper River,240383448,192310744,39.667,/home/maccamp/lates-wgs/data/daly/Roper07.sort.flt.bam,AUS,data/roper,data/downsample/Roper07.reduced.bam,New,PRJNA1415861,,
Roper08,Roper08,Roper08,Northern Territory,Roper River,218701103,172576592,35.7122,/home/maccamp/lates-wgs/data/daly/Roper08.sort.flt.bam,AUS,data/roper,data/downsample/Roper08.reduced.bam,New,PRJNA1415862,,
Roper09,Roper09,Roper09,Northern Territory,Roper River,209993253,163360453,33.7983,/home/maccamp/lates-wgs/data/daly/Roper09.sort.flt.bam,AUS,data/roper,data/downsample/Roper09.reduced.bam,New,PRJNA1415863,,
Roper10,Roper10,Roper10,Northern Territory,Roper River,220737088,177538875,36.7153,/home/maccamp/lates-wgs/data/daly/Roper10.sort.flt.bam,AUS,data/roper,data/downsample/Roper10.reduced.bam,New,PRJNA1415864,,
Fitz01,Fitz01,FitzroyQLD,Queensland,Fitzroy River QLD,214727062,197376262,43.1526,/home/maccamp/lates-wgs/data/fitzroy/Fitz01.sort.flt.bam,AUS,data/fitzroy,data/downsample/Fitz01.reduced.bam,New,PRJNA1415865,,
Fitz02,Fitz02,FitzroyQLD,Queensland,Fitzroy River QLD,210632957,193219087,42.2969,/home/maccamp/lates-wgs/data/fitzroy/Fitz02.sort.flt.bam,AUS,data/fitzroy,data/downsample/Fitz02.reduced.bam,New,PRJNA1415866,,
Fitz03,Fitz03,FitzroyQLD,Queensland,Fitzroy River QLD,184729485,170882159,37.2926,/home/maccamp/lates-wgs/data/fitzroy/Fitz03.sort.flt.bam,AUS,data/fitzroy,data/downsample/Fitz03.reduced.bam,New,PRJNA1415867,,
Fitz04,Fitz04,FitzroyQLD,Queensland,Fitzroy River QLD,171859885,159473337,34.8281,/home/maccamp/lates-wgs/data/fitzroy/Fitz04.sort.flt.bam,AUS,data/fitzroy,data/downsample/Fitz04.reduced.bam,New,PRJNA1415868,,
Fitz05,Fitz05,FitzroyQLD,Queensland,Fitzroy River QLD,207408151,190022508,41.5087,/home/maccamp/lates-wgs/data/fitzroy/Fitz05.sort.flt.bam,AUS,data/fitzroy,data/downsample/Fitz05.reduced.bam,New,PRJNA1415869,,
Fitz06,Fitz06,FitzroyQLD,Queensland,Fitzroy River QLD,190952857,175877495,38.4533,/home/maccamp/lates-wgs/data/fitzroy/Fitz06.sort.flt.bam,AUS,data/fitzroy,data/downsample/Fitz06.reduced.bam,New,PRJNA1415870,,
Fitz07,Fitz07,FitzroyQLD,Queensland,Fitzroy River QLD,201784406,184807354,40.44,/home/maccamp/lates-wgs/data/fitzroy/Fitz07.sort.flt.bam,AUS,data/fitzroy,data/downsample/Fitz07.reduced.bam,New,PRJNA1415871,,
Fitz08,Fitz08,FitzroyQLD,Queensland,Fitzroy River QLD,218928717,201067584,43.9234,/home/maccamp/lates-wgs/data/fitzroy/Fitz08.sort.flt.bam,AUS,data/fitzroy,data/downsample/Fitz08.reduced.bam,New,PRJNA1415872,,
Fitz09,Fitz09,FitzroyQLD,Queensland,Fitzroy River QLD,212292704,193840062,42.342,/home/maccamp/lates-wgs/data/fitzroy/Fitz09.sort.flt.bam,AUS,data/fitzroy,data/downsample/Fitz09.reduced.bam,New,PRJNA1415873,,
Fitz10,Fitz10,FitzroyQLD,Queensland,Fitzroy River QLD,178106206,164999646,35.3562,/home/maccamp/lates-wgs/data/fitzroy/Fitz10.sort.flt.bam,AUS,data/fitzroy,data/downsample/Fitz10.reduced.bam,New,PRJNA1415874,,
Fitz11,Fitz11,FitzroyQLD,Queensland,Fitzroy River QLD,209984474,192614333,42.0989,/home/maccamp/lates-wgs/data/fitzroy/Fitz11.sort.flt.bam,AUS,data/fitzroy,data/downsample/Fitz11.reduced.bam,New,PRJNA1415875,,
Fitz12,Fitz12,FitzroyQLD,Queensland,Fitzroy River QLD,193808212,179158375,38.6273,/home/maccamp/lates-wgs/data/fitzroy/Fitz12.sort.flt.bam,AUS,data/fitzroy,data/downsample/Fitz12.reduced.bam,New,PRJNA1415876,,
Tully01,Tully01,Tully01,Queensland,Tully Inlet,307278328,201276355,43.2839,/home/maccamp/lates-wgs/data/pilbara/Tully01.sort.flt.bam,AUS,data/pilbara,data/downsample/Tully01.reduced.bam,New,,,
Tully02,Tully02,Tully02,Queensland,Tully Inlet,409853620,318224770,60.0631,/home/maccamp/lates-wgs/data/pilbara/Tully02.sort.flt.bam,AUS,data/pilbara,data/downsample/Tully02.reduced.bam,New,,,
WAF011635,WAF011635,WAF011635,Western Australia,DeGrey River,254351248,171030131,36.5896,/home/maccamp/lates-wgs/data/pilbara/WAF011635.sort.flt.bam,AUS,data/pilbara,data/downsample/WAF011635.reduced.bam,New,,,
WAF011636,WAF011636,WAF011636,Western Australia,DeGrey River,317841120,210215908,45.1926,/home/maccamp/lates-wgs/data/pilbara/WAF011636.sort.flt.bam,AUS,data/pilbara,data/downsample/WAF011636.reduced.bam,New,,,
WAF011637,WAF011637,WAF011637,Western Australia,DeGrey River,259659206,175944195,37.4896,/home/maccamp/lates-wgs/data/pilbara/WAF011637.sort.flt.bam,AUS,data/pilbara,data/downsample/WAF011637.reduced.bam,New,,,
WAF011638,WAF011638,WAF011638,Western Australia,DeGrey River,312442162,215821296,46.1992,/home/maccamp/lates-wgs/data/pilbara/WAF011638.sort.flt.bam,AUS,data/pilbara,data/downsample/WAF011638.reduced.bam,New,,,
WAF011639,WAF011639,WAF011639,Western Australia,DeGrey River,307954633,209307546,44.7293,/home/maccamp/lates-wgs/data/pilbara/WAF011639.sort.flt.bam,AUS,data/pilbara,data/downsample/WAF011639.reduced.bam,New,,,
WAF011653,WAF011653,WAF011653,Western Australia,DeGrey River,292020516,193926027,41.6554,/home/maccamp/lates-wgs/data/pilbara/WAF011653.sort.flt.bam,AUS,data/pilbara,data/downsample/WAF011653.reduced.bam,New,,,
Fitzroy45,Fitzroy45,Fitzroy45,Western Australia,Fitzroy River WA-Historical,213620220,144730108,31.1303,/home/maccamp/lates-wgs/data/wa/Fitzroy45.sort.flt.bam,AUS,data/wa,data/downsample/Fitzroy45.reduced.bam,New,,,
Fitzroy47,Fitzroy47,Fitzroy47,Western Australia,Fitzroy River WA-Historical,211891234,147793455,32.0614,/home/maccamp/lates-wgs/data/wa/Fitzroy47.sort.flt.bam,AUS,data/wa,data/downsample/Fitzroy45.reduced.bam,New,,,
WAF004001 ,WAF004001 ,WAF004001 ,Western Australia,Fitzroy River WA,274597116,181718689,39.2937,/home/maccamp/lates-wgs/data/wa/WAF004001.sort.flt.bam,AUS,data/wa,data/downsample/WAF004001 .reduced.bam,New,,,
WAF004002 ,WAF004002 ,WAF004002 ,Western Australia,Fitzroy River WA,252379372,163706919,35.3656,/home/maccamp/lates-wgs/data/wa/WAF004002.sort.flt.bam,AUS,data/wa,data/downsample/WAF004002 .reduced.bam,New,,,
WAF004003 ,WAF004003 ,WAF004003 ,Western Australia,Fitzroy River WA,236937061,157983433,34.0861,/home/maccamp/lates-wgs/data/wa/WAF004003.sort.flt.bam,AUS,data/wa,data/downsample/WAF004003 .reduced.bam,New,,,
WAF004008 ,WAF004008 ,WAF004008 ,Western Australia,Fitzroy River WA,262026784,164656438,35.7034,/home/maccamp/lates-wgs/data/wa/WAF004008.sort.flt.bam,AUS,data/wa,data/downsample/WAF004008 .reduced.bam,New,,,
WAF004014 ,WAF004014 ,WAF004014 ,Western Australia,Fitzroy River WA,257405490,161497246,34.9177,/home/maccamp/lates-wgs/data/wa/WAF004014.sort.flt.bam,AUS,data/wa,data/downsample/WAF004014 .reduced.bam,New,,,
WAF003767 ,WAF003767 ,WAF003767 ,Western Australia,Cambridge Gulf,314316210,206932415,44.5538,/home/maccamp/lates-wgs/data/wa/WAF003767.sort.flt.bam,AUS,data/wa,data/downsample/WAF003767 .reduced.bam,New,,,
WAF003768 ,WAF003768 ,WAF003768 ,Western Australia,Cambridge Gulf,266629712,181041288,38.6279,/home/maccamp/lates-wgs/data/wa/WAF003768.sort.flt.bam,AUS,data/wa,data/downsample/WAF003768 .reduced.bam,New,,,
WAF003770 ,WAF003770 ,WAF003770 ,Western Australia,Cambridge Gulf,261355003,169388539,36.391,/home/maccamp/lates-wgs/data/wa/WAF003770.sort.flt.bam,AUS,data/wa,data/downsample/WAF003770 .reduced.bam,New,,,
WAF003774 ,WAF003774 ,WAF003774 ,Western Australia,Cambridge Gulf,285358713,187925876,40.6469,/home/maccamp/lates-wgs/data/wa/WAF003774.sort.flt.bam,AUS,data/wa,data/downsample/WAF003774 .reduced.bam,New,,,
WAF003775 ,WAF003775 ,WAF003775 ,Western Australia,Cambridge Gulf,249133649,166723114,35.8027,/home/maccamp/lates-wgs/data/wa/WAF003775.sort.flt.bam,AUS,data/wa,data/downsample/WAF003775 .reduced.bam,New,,,
WAF003776 ,WAF003776 ,WAF003776 ,Western Australia,Cambridge Gulf,291925856,50879626,6.12919,/home/maccamp/lates-wgs/data/wa/WAF003776.sort.flt.bam,AUS,data/wa,data/wa/WAF003776 .sort.flt.bam,New,,,
