Run,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,estimated_size,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isol_growth_condt,Isolate,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,num_replicons,Organism,Platform,Ploidy,project_name,propagation,ReleaseDate,Sample Name,Sample_Name,SRA Study,create_date,version
DRR111210,RAD-Seq,280,1321453560,AVA,PRJDB3890,SAMD00099336,MIGS.eu,627229077,TEMASEK,2004,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104277,Indonesia,Asia,Indonesia,NextSeq 500,missing,sample_159,1.66 S 104.87 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099336,sample_159,DRP003286,2017-12-07T21:12:00Z,1
DRR111212,RAD-Seq,280,1133557600,AVA,PRJDB3890,SAMD00099338,MIGS.eu,543057526,TEMASEK,2004,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104279,Indonesia,Asia,Indonesia,NextSeq 500,missing,sample_161,1.66 S 104.87 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099338,sample_161,DRP003286,2017-12-07T21:12:00Z,1
DRR111214,RAD-Seq,280,1649377800,AVA,PRJDB3890,SAMD00099340,MIGS.eu,777893964,TEMASEK,2004,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104281,Indonesia,Asia,Indonesia,NextSeq 500,missing,sample_163,1.66 S 104.87 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099340,sample_163,DRP003286,2017-12-07T21:30:00Z,1
DRR111215,RAD-Seq,280,1188696880,AVA,PRJDB3890,SAMD00099341,MIGS.eu,576808763,TEMASEK,2004,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104282,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_69,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099341,sample_69,DRP003286,2017-12-07T21:25:00Z,1
DRR111217,RAD-Seq,280,1679498240,AVA,PRJDB3890,SAMD00099343,MIGS.eu,791873722,TEMASEK,2004,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104284,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_71,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099343,sample_71,DRP003286,2017-12-07T21:19:00Z,1
DRR111220,RAD-Seq,280,1298941280,AVA,PRJDB3890,SAMD00099346,MIGS.eu,613470778,TEMASEK,2004,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104287,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_74,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099346,sample_74,DRP003286,2017-12-07T21:13:00Z,1
DRR111221,RAD-Seq,280,1526911960,AVA,PRJDB3890,SAMD00099347,MIGS.eu,722399318,TEMASEK,2004,public,"run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104288,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_75,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099347,sample_75,DRP003286,2017-12-07T21:24:00Z,1
DRR111224,RAD-Seq,280,1105179880,AVA,PRJDB3890,SAMD00099350,MIGS.eu,529809309,TEMASEK,2004,public,"sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,missing,DRX104291,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_117,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099350,sample_117,DRP003286,2017-12-07T21:11:00Z,1
DRR111225,RAD-Seq,280,1182847120,AVA,PRJDB3890,SAMD00099351,MIGS.eu,570294977,TEMASEK,2004,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104292,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_118,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099351,sample_118,DRP003286,2017-12-07T21:14:00Z,1
DRR111226,RAD-Seq,280,1319142720,AVA,PRJDB3890,SAMD00099352,MIGS.eu,649976460,TEMASEK,2004,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104293,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_119,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099352,sample_119,DRP003286,2017-12-07T21:11:00Z,1
DRR111227,RAD-Seq,280,1200138520,AVA,PRJDB3890,SAMD00099353,MIGS.eu,587268791,TEMASEK,2004,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104294,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_120,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099353,sample_120,DRP003286,2017-12-07T21:24:00Z,1
DRR111228,RAD-Seq,280,1082814600,AVA,PRJDB3890,SAMD00099354,MIGS.eu,525925810,TEMASEK,2004,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104295,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_121,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099354,sample_121,DRP003286,2017-12-07T21:23:00Z,1
DRR111229,RAD-Seq,280,1019950120,AVA,PRJDB3890,SAMD00099355,MIGS.eu,488769405,TEMASEK,2004,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104296,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_122,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099355,sample_122,DRP003286,2017-12-07T21:21:00Z,1
DRR111230,RAD-Seq,280,907319000,AVA,PRJDB3890,SAMD00099356,MIGS.eu,440776841,TEMASEK,2004,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104297,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_123,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099356,sample_123,DRP003286,2017-12-07T21:14:00Z,1
DRR111231,RAD-Seq,280,1088063760,AVA,PRJDB3890,SAMD00099357,MIGS.eu,532298262,TEMASEK,2004,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104298,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_124,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099357,sample_124,DRP003286,2017-12-07T21:21:00Z,1
DRR111235,RAD-Seq,280,978055120,AVA,PRJDB3890,SAMD00099361,MIGS.eu,471523545,TEMASEK,2004,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,missing,DRX104302,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_129,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099361,sample_129,DRP003286,2017-11-28T14:28:00Z,1
DRR111238,RAD-Seq,280,1143418640,AVA,PRJDB3890,SAMD00099364,MIGS.eu,555564994,TEMASEK,2004,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104305,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_132,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099364,sample_132,DRP003286,2017-12-07T21:23:00Z,1
DRR111239,RAD-Seq,280,1129716560,AVA,PRJDB3890,SAMD00099365,MIGS.eu,550292533,TEMASEK,2004,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104306,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_133,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099365,sample_133,DRP003286,2017-12-07T21:14:00Z,1
DRR111240,RAD-Seq,280,1176700560,AVA,PRJDB3890,SAMD00099366,MIGS.eu,567858199,TEMASEK,2004,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,missing,DRX104307,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_134,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099366,sample_134,DRP003286,2017-12-07T21:15:00Z,1
DRR111241,RAD-Seq,280,1098140960,AVA,PRJDB3890,SAMD00099367,MIGS.eu,531442573,TEMASEK,2004,public,"sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,missing,DRX104308,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_135,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099367,sample_135,DRP003286,2017-12-07T21:10:00Z,1
DRR111243,RAD-Seq,280,1070346480,AVA,PRJDB3890,SAMD00099369,MIGS.eu,522596503,TEMASEK,2004,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104310,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_138,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099369,sample_138,DRP003286,2017-12-11T14:27:00Z,1
DRR111244,RAD-Seq,280,854214480,AVA,PRJDB3890,SAMD00099370,MIGS.eu,413962347,TEMASEK,2004,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104311,Malaysia,Asia,Malaysia,NextSeq 500,missing,sample_139,3.35 N 103.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099370,sample_139,DRP003286,2017-12-07T21:17:00Z,1
DRR111245,RAD-Seq,280,1523254600,AVA,PRJDB3890,SAMD00099371,MIGS.eu,726882325,TEMASEK,2004,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,missing,DRX104312,Thailand,Asia,Thailand,NextSeq 500,missing,sample_61,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099371,sample_61,DRP003286,2017-12-07T21:12:00Z,1
DRR111246,RAD-Seq,280,1712358480,AVA,PRJDB3890,SAMD00099372,MIGS.eu,826375284,TEMASEK,2004,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104313,Thailand,Asia,Thailand,NextSeq 500,missing,sample_63,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099372,sample_63,DRP003286,2017-12-07T21:15:00Z,1
DRR111249,RAD-Seq,280,1738321480,AVA,PRJDB3890,SAMD00099375,MIGS.eu,837158372,TEMASEK,2004,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104316,Thailand,Asia,Thailand,NextSeq 500,missing,sample_66,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099375,sample_66,DRP003286,2017-12-07T21:20:00Z,1
DRR111250,RAD-Seq,280,1947199800,AVA,PRJDB3890,SAMD00099376,MIGS.eu,934133289,TEMASEK,2004,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104317,Thailand,Asia,Thailand,NextSeq 500,missing,sample_67,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099376,sample_67,DRP003286,2017-12-07T21:22:00Z,1
DRR111251,RAD-Seq,280,1456738640,AVA,PRJDB3890,SAMD00099377,MIGS.eu,694449006,TEMASEK,2004,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104318,Thailand,Asia,Thailand,NextSeq 500,missing,sample_68,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099377,sample_68,DRP003286,2017-12-07T21:23:00Z,1
DRR111252,RAD-Seq,280,1598665040,AVA,PRJDB3890,SAMD00099378,MIGS.eu,771209815,TEMASEK,2004,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104319,Thailand,Asia,Thailand,NextSeq 500,missing,sample_92,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099378,sample_92,DRP003286,2017-12-07T21:13:00Z,1
DRR111254,RAD-Seq,280,1236831400,AVA,PRJDB3890,SAMD00099380,MIGS.eu,599121005,TEMASEK,2004,public,"run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",missing,missing,missing,missing,DRX104321,Thailand,Asia,Thailand,NextSeq 500,missing,sample_94,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099380,sample_94,DRP003286,2017-12-07T21:15:00Z,1
DRR111258,RAD-Seq,280,1626918440,AVA,PRJDB3890,SAMD00099384,MIGS.eu,805733919,TEMASEK,2004,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104325,Thailand,Asia,Thailand,NextSeq 500,missing,sample_99,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099384,sample_99,DRP003286,2017-12-07T21:25:00Z,1
DRR111261,RAD-Seq,280,1326843280,AVA,PRJDB3890,SAMD00099387,MIGS.eu,659394949,TEMASEK,2004,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104328,Thailand,Asia,Thailand,NextSeq 500,missing,sample_102,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099387,sample_102,DRP003286,2017-12-07T21:14:00Z,1
DRR111263,RAD-Seq,280,1292215680,AVA,PRJDB3890,SAMD00099389,MIGS.eu,630240854,TEMASEK,2004,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104330,Thailand,Asia,Thailand,NextSeq 500,missing,sample_104,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099389,sample_104,DRP003286,2017-12-07T21:18:00Z,1
DRR111264,RAD-Seq,280,964645080,AVA,PRJDB3890,SAMD00099390,MIGS.eu,468441950,TEMASEK,2004,public,"run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104331,Thailand,Asia,Thailand,NextSeq 500,missing,sample_105,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099390,sample_105,DRP003286,2017-12-07T21:15:00Z,1
DRR111265,RAD-Seq,280,1095939600,AVA,PRJDB3890,SAMD00099391,MIGS.eu,542262978,TEMASEK,2004,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104332,Thailand,Asia,Thailand,NextSeq 500,missing,sample_106,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099391,sample_106,DRP003286,2017-12-07T21:12:00Z,1
DRR111267,RAD-Seq,280,1014432720,AVA,PRJDB3890,SAMD00099393,MIGS.eu,505873018,TEMASEK,2004,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104334,Thailand,Asia,Thailand,NextSeq 500,missing,sample_108,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099393,sample_108,DRP003286,2017-12-07T21:11:00Z,1
DRR111268,RAD-Seq,280,1050131880,AVA,PRJDB3890,SAMD00099394,MIGS.eu,514521893,TEMASEK,2004,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104335,Thailand,Asia,Thailand,NextSeq 500,missing,sample_109,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099394,sample_109,DRP003286,2017-11-28T14:27:00Z,1
DRR111269,RAD-Seq,280,1086470280,AVA,PRJDB3890,SAMD00099395,MIGS.eu,535612560,TEMASEK,2004,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",missing,missing,missing,missing,DRX104336,Thailand,Asia,Thailand,NextSeq 500,missing,sample_110,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099395,sample_110,DRP003286,2017-12-07T21:14:00Z,1
DRR111272,RAD-Seq,280,941206280,AVA,PRJDB3890,SAMD00099398,MIGS.eu,452202476,TEMASEK,2004,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104339,Thailand,Asia,Thailand,NextSeq 500,missing,sample_114,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099398,sample_114,DRP003286,2017-12-07T21:19:00Z,1
DRR111273,RAD-Seq,280,1284830120,AVA,PRJDB3890,SAMD00099399,MIGS.eu,616910005,TEMASEK,2004,public,run.zq,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104340,Thailand,Asia,Thailand,NextSeq 500,missing,sample_115,12.62 N 101.15 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099399,sample_115,DRP003286,,
DRR111125,RAD-Seq,280,3254140120,AVA,PRJDB3890,SAMD00099251,MIGS.eu,1555509383,TEMASEK,2007,public,"sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104192,Australia,Oceania,Australia,NextSeq 500,missing,sample_01,18.41 S 146.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099251,sample_01,DRP003286,2017-12-07T21:34:00Z,1
DRR111131,RAD-Seq,280,906218320,AVA,PRJDB3890,SAMD00099257,MIGS.eu,443999677,TEMASEK,2007,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",missing,missing,missing,missing,DRX104198,Australia,Oceania,Australia,NextSeq 500,missing,sample_16,18.41 S 146.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099257,sample_16,DRP003286,2017-12-11T14:29:00Z,1
DRR111134,RAD-Seq,280,681134720,AVA,PRJDB3890,SAMD00099260,MIGS.eu,328202277,TEMASEK,2007,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104201,Australia,Oceania,Australia,NextSeq 500,missing,sample_25,18.41 S 146.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099260,sample_25,DRP003286,2017-12-07T21:33:00Z,1
DRR111135,RAD-Seq,280,664328560,AVA,PRJDB3890,SAMD00099261,MIGS.eu,319369295,TEMASEK,2007,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104202,Australia,Oceania,Australia,NextSeq 500,missing,sample_26,18.41 S 146.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099261,sample_26,DRP003286,2017-12-07T21:23:00Z,1
DRR111136,RAD-Seq,280,887573960,AVA,PRJDB3890,SAMD00099262,MIGS.eu,426198179,TEMASEK,2007,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",missing,missing,missing,missing,DRX104203,Australia,Oceania,Australia,NextSeq 500,missing,sample_27,18.41 S 146.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099262,sample_27,DRP003286,2017-12-07T21:32:00Z,1
DRR111138,RAD-Seq,280,815946880,AVA,PRJDB3890,SAMD00099264,MIGS.eu,397120006,TEMASEK,2007,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104205,Australia,Oceania,Australia,NextSeq 500,missing,sample_30,18.41 S 146.64 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099264,sample_30,DRP003286,2017-12-11T14:29:00Z,1
DRR111140,RAD-Seq,280,2096078040,AVA,PRJDB3890,SAMD00099266,MIGS.eu,999488434,TEMASEK,2007,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",missing,missing,missing,missing,DRX104207,Papua New Guinea,Oceania,Papua New Guinea,NextSeq 500,missing,sample_38,9.42 S 140.93 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099266,sample_38,DRP003286,2017-12-07T21:26:00Z,1
DRR111145,RAD-Seq,280,2175735800,AVA,PRJDB3890,SAMD00099271,MIGS.eu,1038578596,TEMASEK,2007,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",missing,missing,missing,missing,DRX104212,Papua New Guinea,Oceania,Papua New Guinea,NextSeq 500,missing,sample_43,9.42 S 140.93 E,GBS_1,PAIRED,Restriction Digest,GENOMIC,1,Lates calcarifer,ILLUMINA,diploid,Assessment of genetic diversity of Asianseabass,sexual,2017-11-21T00:00:00Z,SAMD00099271,sample_43,DRP003286,2017-12-07T21:28:00Z,1
